"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.294210917E0,4.432189465E-4,-2.220573699E-1,-3.081277996E-1,3.798057568E-1
2.304290917E0,-2.842477709E-1,-7.792473203E-1,-4.555325979E-1,9.463261220E-1
2.314370917E0,-3.734330124E-1,-1.281077587E0,-3.820051767E-1,1.387998542E0
2.324450917E0,-2.842085946E-1,-2.108836332E0,-3.151193154E-1,2.151107943E0
2.334530917E0,-1.100831902E-1,-3.026521745E0,-1.017129010E-1,3.030230634E0
2.344610917E0,9.451380908E-2,-3.687514392E0,3.442804031E-1,3.704756975E0
2.354690917E0,2.186420113E-1,-4.131533822E0,8.220990787E-1,4.218201387E0
2.364770917E0,1.444396752E-1,-4.203775586E0,1.215712586E0,4.378418561E0
2.374850917E0,-3.857115805E-2,-3.964943140E0,1.357286103E0,4.191000763E0
2.384931917E0,-2.536715108E-1,-3.792629787E0,1.338246545E0,4.029800709E0
2.395011917E0,-3.562883914E-1,-3.800020668E0,1.468818379E0,4.089563048E0
2.405091917E0,-3.832902485E-1,-3.863067686E0,1.579665070E0,4.191126948E0
2.415168667E0,-2.129631954E-1,-4.063055910E0,1.626347485E0,4.381641564E0
2.425248667E0,-3.905992681E-1,-4.030539544E0,1.482069193E0,4.312116174E0
2.435328667E0,-5.518046647E-1,-4.039443099E0,1.542108403E0,4.358863070E0
2.445408667E0,-6.202913475E-1,-4.233084170E0,1.806913598E0,4.644211418E0
2.455488667E0,-6.126478672E-1,-4.338662081E0,1.913611835E0,4.781342522E0
2.465568667E0,-3.765688741E-1,-4.280376450E0,1.607447530E0,4.587735197E0
2.475648667E0,6.629806995E-2,-3.919123773E0,1.221941772E0,4.105736021E0
2.485728667E0,4.849715745E-1,-3.550469105E0,1.192276508E0,3.776579347E0
2.495808667E0,9.017733854E-1,-3.413306875E0,1.378783245E0,3.790105842E0
2.505889667E0,1.146398084E0,-3.260916740E0,1.018752124E0,3.603562466E0
2.515969667E0,9.294909418E-1,-2.478789666E0,-5.288128281E-1,2.699628609E0
2.526049667E0,-7.656344175E-3,-7.938764691E-1,-2.441573747E0,2.567407414E0
2.536129667E0,-9.712821615E-1,5.373228657E-1,-2.959667605E0,3.160970932E0
2.546209667E0,-1.582237844E0,1.318595077E0,-1.266817982E0,2.418056528E0
2.556289667E0,-1.829808955E0,9.178590757E-1,1.048863603E0,2.300169766E0
2.566369667E0,-1.714838662E0,7.176644450E-1,1.572352542E0,2.434749763E0
2.576449667E0,-1.420163552E0,1.639323041E0,-1.352022439E-1,2.173136948E0
2.586529667E0,-1.972288059E0,2.590452189E0,-1.870347847E0,3.754805428E0
2.596609667E0,-2.772820414E0,3.517800711E0,-2.589906060E0,5.174076564E0
2.606689667E0,-3.757140697E0,4.303705671E0,-2.532661818E0,6.249189116E0
2.616769667E0,-4.919626225E0,4.716699191E0,-1.864565390E0,7.065874153E0
2.626849667E0,-5.601285855E0,4.359824908E0,-7.553294308E-1,7.138136943E0
2.636930667E0,-5.447816910E0,3.086622351E0,4.899539870E-1,6.280605188E0
2.647010667E0,-4.374879735E0,1.025365983E0,1.524798306E0,4.745098309E0
2.657090667E0,-3.340080439E0,-7.508310217E-1,1.764996663E0,3.851635728E0
2.667170667E0,-2.516734003E0,-1.832252507E0,1.562667214E0,3.483249648E0
2.677250667E0,-1.687782426E0,-2.576901852E0,1.580985956E0,3.462448449E0
2.687330667E0,-7.840320969E-1,-3.032181265E0,1.788477765E0,3.606588731E0
2.697410667E0,1.902789223E-1,-2.895339462E0,1.796683601E0,3.412809493E0
2.707490667E0,8.628075403E-1,-2.362692615E0,1.307328515E0,2.834759441E0
2.717570667E0,1.287208393E0,-2.025336338E0,3.993244833E-1,2.432766485E0
2.727650667E0,1.494003360E0,-1.929699279E0,-5.593465497E-1,2.503728003E0
2.737730667E0,1.591199287E0,-1.765970224E0,-1.353157530E0,2.735251598E0
2.747810667E0,1.491850415E0,-1.576370748E0,-1.821796516E0,2.833638111E0
2.757891667E0,1.210854281E0,-1.465092387E0,-1.654079806E0,2.519651523E0
2.767971667E0,7.439511877E-1,-1.200159724E0,-1.072174113E0,1.772964766E0
2.778051667E0,2.553543395E-1,-6.439164376E-1,-5.698643750E-1,8.969836248E-1
2.788131667E0,5.040299892E-3,-2.081550300E-2,-5.939706910E-1,5.943566871E-1
2.798211667E0,-4.790799201E-2,5.620162421E-1,-1.312729150E0,1.428781038E0
2.808291667E0,6.150510728E-2,1.016605684E0,-2.150647432E0,2.379612232E0
2.818371667E0,1.916173500E-1,1.283462082E0,-2.464884403E0,2.785614338E0
2.828451667E0,3.099895531E-1,1.450848570E0,-2.151571000E0,2.613486725E0
2.838531667E0,4.603939730E-1,1.556411278E0,-1.757955592E0,2.392652615E0
2.848611667E0,6.581333578E-1,1.907905537E0,-1.701408777E0,2.639703559E0
2.858691667E0,8.593483275E-1,2.216493512E0,-1.930652375E0,3.062473124E0
2.868771667E0,1.106943412E0,2.535563791E0,-2.003841389E0,3.416107107E0
2.878851667E0,1.526846586E0,2.423244626E0,-2.060765203E0,3.528473924E0
2.888932667E0,2.140729970E0,1.431244025E0,-2.220489500E0,3.400258502E0
2.899012667E0,2.510741192E0,-2.220152700E-1,-1.277006755E0,2.825572219E0
2.909092667E0,2.060069384E0,-1.510684297E0,3.001232538E-1,2.572183290E0
2.919172667E0,1.591032057E0,-1.967026150E0,1.334586042E0,2.860366197E0
2.929252667E0,1.112674853E0,-2.511368598E0,1.737352197E0,3.250140030E0
2.939332667E0,7.096508360E-1,-3.133765528E0,1.768199183E0,3.667508560E0
2.949412667E0,6.429265040E-1,-3.800384949E0,1.357469121E0,4.086441321E0
2.959492667E0,7.741924024E-1,-4.648386755E0,5.305178761E-1,4.742185416E0
2.969572667E0,8.218431169E-1,-5.610679407E0,-1.678045642E-1,5.673033394E0
2.979652667E0,6.284563994E-1,-6.626375265E0,-1.620491499E-1,6.658082796E0
2.989732667E0,2.429991728E-1,-7.451415639E0,5.847057778E-1,7.478270152E0
2.999812667E0,3.659602708E-1,-8.005137606E0,8.680244261E-1,8.060373528E0
3.009893667E0,7.711957043E-1,-7.404387068E0,1.438288166E0,7.582108118E0
3.019973667E0,-7.609619075E-1,-5.916741970E0,3.390471159E0,6.861646540E0
3.030053667E0,-5.470439787E0,-6.543137226E0,4.501760221E0,9.643868586E0
3.040133667E0,-7.176588902E0,-5.292720684E0,-1.390598567E0,9.024970076E0
3.050213667E0,-5.881954545E0,2.254945387E0,-4.829460113E0,7.937622626E0
3.060293667E0,-3.679180940E0,1.413190864E1,1.982221894E0,1.473690666E1
3.070373667E0,-5.032552332E0,1.818257196E1,2.854628808E0,1.908091747E1
3.080453667E0,-6.145135968E0,1.314630197E1,-4.622471603E0,1.523007535E1
3.090533667E0,-2.912091150E0,9.000199808E0,-4.770876275E0,1.059458031E1
3.100613667E0,1.248691029E0,6.120079479E0,-5.768157204E0,8.502131477E0
3.110693667E0,2.159796571E0,4.218495367E0,-7.622608080E0,8.975777311E0
3.120773667E0,2.023569310E0,4.729509856E0,-5.470169646E0,7.509051350E0
3.130853667E0,1.991154685E0,6.231636752E0,-2.888068449E0,7.151149066E0
3.140934667E0,2.177675602E0,6.910548776E0,-3.393213210E0,8.000740672E0
3.151014667E0,3.022643872E0,6.697291465E0,-4.868532085E0,8.814345898E0
3.161094667E0,3.886936605E0,5.500397412E0,-4.110919463E0,7.890646785E0
3.171174667E0,4.144381909E0,3.546649119E0,-1.845452011E0,5.758499328E0
3.181254667E0,3.638229380E0,2.436101484E0,-1.272335707E0,4.559620775E0
3.191334667E0,2.805806896E0,2.110197564E0,-2.288937591E0,4.191028679E0
3.201414667E0,1.762884064E0,1.623274189E0,-3.065338486E0,3.890896985E0
