"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.633267167E0,9.708231550E-1,-1.177135143E-1,1.418686545E-1,9.881704230E-1
2.643347167E0,1.736255259E0,-7.677247971E-1,3.104333568E-1,1.923630047E0
2.653427167E0,2.397728546E0,-9.454734287E-1,6.511970982E-1,2.658397985E0
2.663506167E0,2.940290517E0,-7.230207869E-1,9.128462577E-1,3.162492004E0
2.673586167E0,3.095082688E0,-7.517197984E-1,1.008390346E0,3.340878715E0
2.683666167E0,3.005116843E0,-8.086576456E-1,1.662077481E0,3.528052718E0
2.693746167E0,3.012649226E0,-9.053387251E-1,2.190823359E0,3.833458041E0
2.703826167E0,3.084494550E0,-1.027739367E0,2.610661336E0,4.169641165E0
2.713906167E0,3.186204527E0,-1.090989284E0,2.860143902E0,4.418436380E0
2.723985167E0,3.283146100E0,-1.158109765E0,2.930825922E0,4.550824884E0
2.734065167E0,3.382120165E0,-1.232536926E0,2.952558560E0,4.655693948E0
2.744145167E0,3.438347576E0,-1.246783960E0,2.656095371E0,4.520126869E0
2.754225167E0,3.461535294E0,-1.011540241E0,2.315714622E0,4.285787496E0
2.764305167E0,3.552966451E0,-5.814553106E-1,2.095576893E0,4.165705630E0
2.774384167E0,3.730510138E0,-3.392250466E-1,2.063546723E0,4.276681494E0
2.784464167E0,4.055993058E0,-4.123324916E-1,2.005657534E0,4.543540460E0
2.794544167E0,4.519404779E0,-7.763815999E-1,1.979966915E0,4.994802992E0
2.804624167E0,4.865569886E0,-1.165809671E0,2.057843934E0,5.409954173E0
2.814704167E0,4.735388646E0,-1.602782329E0,1.852882068E0,5.331602834E0
2.824784167E0,4.516257808E0,-2.242848668E0,9.269026718E-1,5.126997493E0
2.834863167E0,4.320871342E0,-2.635152984E0,-2.231005132E-1,5.065938634E0
2.844943167E0,3.934614801E0,-2.719331839E0,-1.138980014E0,4.916628393E0
2.855023167E0,3.252312562E0,-2.771800659E0,-1.509529180E0,4.532007750E0
2.865103167E0,1.895294262E0,-2.664245513E0,-1.607213934E0,3.643278897E0
2.875183167E0,1.190317690E-1,-1.923278744E0,-2.183621928E0,2.912279934E0
2.885262167E0,-1.826477796E0,-3.208639124E-1,-2.667984807E0,3.249171852E0
2.895342167E0,-3.882297424E0,1.154242124E0,-1.738515208E0,4.407600628E0
2.905422167E0,-5.264879166E0,2.430694271E0,-1.543918117E0,6.000909133E0
2.915502167E0,-6.227526745E0,4.587012918E0,-2.266180812E0,8.059674456E0
2.925582167E0,-6.698465586E0,6.172219101E0,-5.410902268E0,1.059450769E1
2.935661167E0,-7.115359783E0,6.185259562E0,-9.778826154E0,1.358349078E1
2.945741167E0,-5.058041514E0,2.788871898E0,-9.450536571E0,1.107584001E1
2.955821167E0,-8.695727688E-1,-1.558896052E0,-5.839235957E0,6.105979878E0
2.965901167E0,1.747819297E0,-3.244306555E0,-3.859590347E0,5.336369080E0
2.975981167E0,3.414486258E0,-3.816659212E0,-2.258500202E0,5.597001618E0
2.986061167E0,4.502901598E0,-3.468194103E0,-1.384818887E0,5.849975768E0
2.996140167E0,3.570407526E0,-1.687322542E0,-1.266860667E0,4.147264546E0
3.006220167E0,1.736108494E-1,5.375988543E-1,6.594723701E-1,8.683645906E-1
3.016300167E0,-2.805063130E0,2.795421949E0,2.655718811E0,4.768186808E0
3.026380167E0,-4.482226428E0,6.182473948E0,2.169650883E0,7.938559241E0
3.036460167E0,-4.496728692E0,7.436845547E0,1.727248208E0,8.860622269E0
