"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.360389083E0,2.955500295E0,-2.551854134E0,1.161610931E0,4.073853393E0
2.370470083E0,2.282006886E0,-3.409420815E0,1.106947505E0,4.249357422E0
2.380551083E0,1.014583132E0,-3.846734658E0,1.627098852E-1,3.981610349E0
2.390632083E0,-8.189984465E-1,-4.850122127E0,-1.356124261E0,5.102304980E0
2.400713083E0,-2.691421617E0,-4.911573440E0,-2.624190039E0,6.184955726E0
2.410793083E0,-4.486869702E0,-4.895867234E0,-2.945838940E0,7.264948916E0
2.420874083E0,-5.690948814E0,-4.015670659E0,-2.586551804E0,7.429855953E0
2.430955083E0,-6.370956606E0,-2.599180328E0,-1.784048645E0,7.108280806E0
2.441036083E0,-6.597603455E0,-8.446460885E-1,-1.010819864E-1,6.652218873E0
2.451117083E0,-6.171140875E0,1.502878264E0,4.935917153E0,8.043935661E0
2.461198083E0,-5.083226057E0,3.985939322E0,1.199226625E1,1.362135637E1
2.471279083E0,-2.203848324E0,5.603530601E0,1.333516937E1,1.463158381E1
2.481360083E0,2.947334658E0,6.161937357E0,8.000258104E0,1.051952391E1
2.491440083E0,6.716551609E0,6.446563443E0,3.838349751E0,1.006991433E1
2.501521083E0,6.363783242E0,6.830222066E0,2.423396946E0,9.644818473E0
2.511602083E0,5.403959284E0,8.384099160E0,4.992322903E0,1.115433470E1
2.521683083E0,5.384007415E0,7.660032599E0,3.868682767E0,1.013066343E1
2.531764083E0,2.092697432E0,4.099160128E0,-8.604897040E-1,4.682193805E0
2.541845083E0,-1.933056750E0,2.243408246E0,-3.940840624E0,4.929484130E0
2.551926083E0,-3.862283574E0,1.230776914E0,-2.700032811E0,4.870546520E0
2.562007083E0,-4.778480871E0,1.974563211E0,-1.542925259E0,5.395683244E0
2.572088083E0,-5.842395208E0,3.139599879E0,-2.306052391E0,7.022004471E0
2.582168083E0,-6.985557443E0,4.162038161E0,-2.564931432E0,8.526397111E0
2.592249083E0,-7.960291800E0,5.430269415E0,-1.630923516E0,9.773125549E0
