"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.594909583E0,3.720174015E0,-4.017228942E0,-5.291274083E-1,5.500708944E0
2.604988583E0,3.624232023E0,-3.605120691E0,-1.581144415E0,5.350885031E0
2.615067583E0,3.439511756E0,-2.938997113E0,-2.129398066E0,5.000228122E0
2.625147583E0,3.265795072E0,-2.446447547E0,-2.506200829E0,4.788691434E0
2.635226583E0,3.217686521E0,-2.409359243E0,-2.420854869E0,4.692446782E0
2.645305583E0,3.326131029E0,-2.771290782E0,-2.235827916E0,4.872589321E0
2.655385583E0,3.379283681E0,-3.311503927E0,-2.112185032E0,5.181403484E0
2.665464583E0,3.383071507E0,-3.762320745E0,-1.911876381E0,5.408835504E0
2.675543583E0,3.253510949E0,-3.907198377E0,-2.010352263E0,5.467453601E0
2.685623583E0,3.135178507E0,-3.837609494E0,-1.823112724E0,5.280182847E0
2.695702583E0,3.100858860E0,-3.611950239E0,-1.508482236E0,4.993698915E0
2.705781583E0,2.971052719E0,-3.403101144E0,-1.342430082E0,4.712787942E0
2.715861583E0,2.644185178E0,-3.252455819E0,-1.084408243E0,4.329679589E0
2.725940583E0,2.244905718E0,-3.121392819E0,-7.153460240E-1,3.910807429E0
2.736019583E0,1.785493785E0,-3.006121395E0,-1.932978398E-1,3.501730708E0
2.746099583E0,9.879230449E-1,-2.960808397E0,5.661081237E-1,3.172200611E0
2.756178583E0,-2.859061874E-1,-2.718338397E0,1.766575996E0,3.254519433E0
2.766257583E0,-1.980153149E0,-1.920343149E0,3.408501048E0,4.384815127E0
2.776337583E0,-3.618288328E0,-5.714787912E-1,5.104040390E0,6.282501631E0
2.786416583E0,-4.600737210E0,1.761681876E0,5.559756591E0,7.428404893E0
2.796495583E0,-4.971696850E0,4.754996699E0,4.632927302E0,8.294080935E0
2.806575583E0,-6.027005839E0,7.886923277E0,2.456872256E0,1.022568235E1
2.816654583E0,-6.653973538E0,9.313004796E0,-7.738804534E-2,1.144610899E1
2.826733583E0,-5.726895157E0,8.600368956E0,-1.072264891E0,1.038813873E1
2.836813583E0,-2.082395515E0,6.694398848E0,-4.653857410E-2,7.010956629E0
2.846892583E0,1.342921833E0,6.779620262E0,1.354190002E0,7.042763698E0
2.856971583E0,3.532237487E0,1.031955912E1,3.728953609E0,1.152714609E1
2.867051583E0,6.286845578E0,1.333788950E1,8.444743558E0,1.699227522E1
2.877130583E0,6.612378200E0,1.079753040E1,7.269267855E0,1.459974190E1
2.887209583E0,3.430797943E0,5.494257250E0,-2.272849854E0,6.864625534E0
2.897289583E0,2.667098077E0,1.193724863E0,-3.618101510E0,4.650704219E0
2.907368583E0,2.324457525E0,-7.829912925E-1,-3.507145623E0,4.279748657E0
2.917447583E0,1.809076483E0,-1.891992339E0,-4.129628214E0,4.889398932E0
2.927527583E0,1.398673718E0,-2.218141258E0,-4.407131807E0,5.128279397E0
2.937606583E0,1.047589861E0,-2.127176124E0,-4.340129147E0,4.945608536E0
2.947685583E0,8.875119533E-1,-2.153876265E0,-4.386243213E0,4.966486682E0
2.957765583E0,9.177490749E-1,-2.324351252E0,-4.422514077E0,5.079714841E0
2.967844583E0,8.792264488E-1,-2.030925107E0,-4.424424362E0,4.947042235E0
2.977923583E0,-1.378755909E0,-3.240024054E-1,-5.698085926E0,5.871467332E0
2.988003583E0,-2.093842755E0,-7.893624187E-1,-8.304419737E0,8.600619611E0
2.998082583E0,9.125346742E-1,-3.136751701E0,-4.783470300E0,5.792539933E0
3.008161583E0,2.453872926E0,-2.802445917E0,1.016445324E0,3.861134102E0
3.018241583E0,3.160466838E0,-1.246742152E0,4.324320615E0,5.499333178E0
3.028320583E0,2.766309831E0,-1.760684341E-1,2.823688851E0,3.956853410E0
3.038399583E0,2.207664948E0,3.707251668E-1,1.543308252E-1,2.243889408E0
